"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2015","Greece","Total","Percentage of total population","Total","14.8",""
"2015","Greece","Total","Percentage of active population","Total","24.9",""
"2015","Greece","Less than 25 years","Thousand persons","Total","139",""
"2015","Greece","Less than 25 years","Percentage of total population","Total","12.9",""
"2015","Greece","Less than 25 years","Percentage of active population","Total","49.8",""
"2015","Spain","Total","Thousand persons","Total","5,056",""
"2015","Spain","Total","Percentage of total population","Total","14.5",""
"2015","Spain","Total","Percentage of active population","Total","22.1",""
"2015","Spain","Less than 25 years","Thousand persons","Total","751",""
"2015","Spain","Less than 25 years","Percentage of total population","Total","16.8",""
"2015","Spain","Less than 25 years","Percentage of active population","Total","48.3",""
"2015","France","Total","Thousand persons","Total","3,057",""
"2015","France","Total","Percentage of total population","Total","6.3",""
"2015","France","Total","Percentage of active population","Total","10.4",""
"2015","France","Less than 25 years","Thousand persons","Total","685",""
"2015","France","Less than 25 years","Percentage of total population","Total","9.0",""
"2015","France","Less than 25 years","Percentage of active population","Total","24.7",""
"2015","Croatia","Total","Thousand persons","Total","309",""
"2015","Croatia","Total","Percentage of total population","Total","9.6",""
"2015","Croatia","Total","Percentage of active population","Total","16.3",""
"2015","Croatia","Less than 25 years","Thousand persons","Total","70",""
"2015","Croatia","Less than 25 years","Percentage of total population","Total","14.3",""
"2015","Croatia","Less than 25 years","Percentage of active population","Total","43.0",""
"2015","Italy","Total","Thousand persons","Total","3,032",""
"2015","Italy","Total","Percentage of total population","Total","6.7",""
"2015","Italy","Total","Percentage of active population","Total","11.9",""
"2015","Italy","Less than 25 years","Thousand persons","Total","626",""
"2015","Italy","Less than 25 years","Percentage of total population","Total","10.6",""
"2015","Italy","Less than 25 years","Percentage of active population","Total","40.3",""
"2015","Cyprus","Total","Thousand persons","Total","63",""
"2015","Cyprus","Total","Percentage of total population","Total","10.0",""
"2015","Cyprus","Total","Percentage of active population","Total","15.0",""
"2015","Cyprus","Less than 25 years","Thousand persons","Total","12",""
"2015","Cyprus","Less than 25 years","Percentage of total population","Total","12.4",""
"2015","Cyprus","Less than 25 years","Percentage of active population","Total","32.8",""
"2015","Latvia","Total","Thousand persons","Total","98",""
"2015","Latvia","Total","Percentage of total population","Total","6.7",""
"2015","Latvia","Total","Percentage of active population","Total","9.9",""
"2015","Latvia","Less than 25 years","Thousand persons","Total","14",""
"2015","Latvia","Less than 25 years","Percentage of total population","Total","6.7",""
"2015","Latvia","Less than 25 years","Percentage of active population","Total","16.3",""
"2015","Lithuania","Total","Thousand persons","Total","134",""
"2015","Lithuania","Total","Percentage of total population","Total","6.1",""
"2015","Lithuania","Total","Percentage of active population","Total","9.1",""
"2015","Lithuania","Less than 25 years","Thousand persons","Total","20",""
"2015","Lithuania","Less than 25 years","Percentage of total population","Total","5.5",""
"2015","Lithuania","Less than 25 years","Percentage of active population","Total","16.3",""
"2015","Luxembourg","Total","Thousand persons","Total","18",""
"2015","Luxembourg","Total","Percentage of total population","Total","4.3",""
"2015","Luxembourg","Total","Percentage of active population","Total","6.4",""
"2015","Luxembourg","Less than 25 years","Thousand persons","Total","4",""
"2015","Luxembourg","Less than 25 years","Percentage of total population","Total","6.1",""
"2015","Luxembourg","Less than 25 years","Percentage of active population","Total","16.6",""
"2015","Hungary","Total","Thousand persons","Total","308",""
"2015","Hungary","Total","Percentage of total population","Total","4.1",""
"2015","Hungary","Total","Percentage of active population","Total","6.8",""
"2015","Hungary","Less than 25 years","Thousand persons","Total","59",""
"2015","Hungary","Less than 25 years","Percentage of total population","Total","5.4",""
"2015","Hungary","Less than 25 years","Percentage of active population","Total","17.3",""
"2015","Malta","Total","Thousand persons","Total","11",""
"2015","Malta","Total","Percentage of total population","Total","3.2",""
"2015","Malta","Total","Percentage of active population","Total","5.4",""
"2015","Malta","Less than 25 years","Thousand persons","Total","3",""
"2015","Malta","Less than 25 years","Percentage of total population","Total","6.1",""
"2015","Malta","Less than 25 years","Percentage of active population","Total","11.8",""
"2015","Netherlands","Total","Thousand persons","Total","614",""
"2015","Netherlands","Total","Percentage of total population","Total","4.8",""
"2015","Netherlands","Total","Percentage of active population","Total","6.9",""
"2015","Netherlands","Less than 25 years","Thousand persons","Total","158",""
"2015","Netherlands","Less than 25 years","Percentage of total population","Total","7.7",""
"2015","Netherlands","Less than 25 years","Percentage of active population","Total","11.3",""
"2015","Austria","Total","Thousand persons","Total","252",""
"2015","Austria","Total","Percentage of total population","Total","3.8",""
"2015","Austria","Total","Percentage of active population","Total","5.7",""
"2015","Austria","Less than 25 years","Thousand persons","Total","59",""
"2015","Austria","Less than 25 years","Percentage of total population","Total","6.1",""
"2015","Austria","Less than 25 years","Percentage of active population","Total","10.6",""
"2015","Poland","Total","Thousand persons","Total","1,304",""
"2015","Poland","Total","Percentage of total population","Total","4.6",""
"2015","Poland","Total","Percentage of active population","Total","7.5",""
"2015","Poland","Less than 25 years","Thousand persons","Total","286",""
"2015","Poland","Less than 25 years","Percentage of total population","Total","6.8",""
"2015","Poland","Less than 25 years","Percentage of active population","Total","20.8",""
"2015","Portugal","Total","Thousand persons","Total","648",""
"2015","Portugal","Total","Percentage of total population","Total","8.3",""
"2015","Portugal","Total","Percentage of active population","Total","12.6",""
"2015","Portugal","Less than 25 years","Thousand persons","Total","118",""
"2015","Portugal","Less than 25 years","Percentage of total population","Total","10.7",""
"2015","Portugal","Less than 25 years","Percentage of active population","Total","32.0",""
"2015","Romania","Total","Thousand persons","Total","624",""
"2015","Romania","Total","Percentage of total population","Total","4.1",""
"2015","Romania","Total","Percentage of active population","Total","6.8",""
"2015","Romania","Less than 25 years","Thousand persons","Total","148",""
"2015","Romania","Less than 25 years","Percentage of total population","Total","6.8",""
"2015","Romania","Less than 25 years","Percentage of active population","Total","21.7",""
"2015","Slovenia","Total","Thousand persons","Total","90",""
"2015","Slovenia","Total","Percentage of total population","Total","5.7",""
"2015","Slovenia","Total","Percentage of active population","Total","9.0",""
"2015","Slovenia","Less than 25 years","Thousand persons","Total","12",""
"2015","Slovenia","Less than 25 years","Percentage of total population","Total","5.8",""
"2015","Slovenia","Less than 25 years","Percentage of active population","Total","16.3",""
"2015","Slovakia","Total","Thousand persons","Total","314",""
"2015","Slovakia","Total","Percentage of total population","Total","7.3",""
"2015","Slovakia","Total","Percentage of active population","Total","11.5",""
"2015","Slovakia","Less than 25 years","Thousand persons","Total","55",""
"2015","Slovakia","Less than 25 years","Percentage of total population","Total","8.4",""
"2015","Slovakia","Less than 25 years","Percentage of active population","Total","26.5",""
"2015","Finland","Total","Thousand persons","Total","252",""
"2015","Finland","Total","Percentage of total population","Total","6.2",""
"2015","Finland","Total","Percentage of active population","Total","9.4",""
"2015","Finland","Less than 25 years","Thousand persons","Total","73",""
"2015","Finland","Less than 25 years","Percentage of total population","Total","11.7",""
"2015","Finland","Less than 25 years","Percentage of active population","Total","22.4",""
"2015","Sweden","Total","Thousand persons","Total","387",""
"2015","Sweden","Total","Percentage of total population","Total","5.4",""
"2015","Sweden","Total","Percentage of active population","Total","7.4",""
"2015","Sweden","Less than 25 years","Thousand persons","Total","133",""
"2015","Sweden","Less than 25 years","Percentage of total population","Total","11.2",""
"2015","Sweden","Less than 25 years","Percentage of active population","Total","20.4",""
"2015","United Kingdom","Total","Thousand persons","Total","1,747",""
"2015","United Kingdom","Total","Percentage of total population","Total","3.7",""
"2015","United Kingdom","Total","Percentage of active population","Total","5.3",""
"2015","United Kingdom","Less than 25 years","Thousand persons","Total","660",""
"2015","United Kingdom","Less than 25 years","Percentage of total population","Total","8.6",""
"2015","United Kingdom","Less than 25 years","Percentage of active population","Total","14.6",""
